Nation,LAD,MSOA,LSOA.DZ.CD,LSOA.DZ.NM,Under.35,Over.65,EPC,Median.Income,Tenure,Typology,Unemployment,Rurality,House.value,Fuel.Type,Fuel.consumption.total,Floor.area,Gas.flag,Number.cars,Urban.trips,Total.vkm,Urban.vkm
NI,N09000001,-,N20000201,Macedon_J3,0.72,0.28,3,23318,1,1,0.04,1,147975,1,20130,83,0,1,574,5404,574
NI,N09000009,-,N20000202,Macedon_K5,0.77,0.23,3,21924,1,6,0.08,1,137500,1,16827,79,0,0,603,5679,603
NI,N09000009,-,N20000203,Macedon_J4,0.82,0.18,3,21924,1,3,0.03,1,137500,1,16603,79,0,1,718,6760,718
NI,N09000009,-,N20000204,Macedon_J5,0.76,0.24,3,21924,1,6,0.04,1,137500,1,18484,80,0,1,705,6637,705
NI,N09000009,-,N20000205,Macedon_H3,0.56,0.44,3,21924,3,6,0.07,1,137500,1,15330,73,0,1,583,5485,583
NI,N09000009,-,N20000206,Macedon_H4,0.49,0.51,3,21924,1,6,0.02,1,137500,1,13936,67,0,1,777,7318,777
NI,N09000009,-,N20000207,Macedon_L1,0.66,0.34,3,21924,2,3,0.14,1,137500,1,19125,85,0,0,460,4334,460
NI,N09000009,-,N20000208,Macedon_L2,0.90,0.10,3,21924,2,1,0.07,1,137500,1,17888,80,0,1,543,5110,543
NI,N09000009,-,N20000209,Macedon_L3,0.85,0.15,3,21924,1,1,0.05,1,137500,1,17475,74,0,1,614,5778,614
NI,N09000009,-,N20000210,Macedon_L4,0.73,0.27,2,21924,2,3,0.08,1,137500,1,15533,72,0,0,437,4118,437
NI,N09000001,-,N20000211,Glengormley_Urban_C1,0.87,0.13,3,23318,1,1,0.03,1,170000,1,19200,100,0,1,910,8568,910
NI,N09000001,-,N20000212,Glengormley_Urban_A1,0.82,0.18,4,23318,2,3,0.09,1,130000,1,19151,87,0,1,457,4302,457
NI,N09000001,-,N20000213,Glengormley_Urban_A2,0.78,0.22,3,23318,2,3,0.03,1,130000,1,19926,82,0,1,583,5488,583
NI,N09000001,-,N20000214,Glengormley_Urban_B1,0.46,0.54,5,23318,1,2,0.03,1,130000,1,24727,79,0,1,758,7133,758
NI,N09000001,-,N20000215,Glengormley_Urban_C2,0.85,0.15,3,23318,1,2,0.02,1,170000,1,20094,102,0,2,921,8667,921
NI,N09000001,-,N20000216,Glengormley_Urban_B2,0.42,0.58,2,23318,1,2,0.06,1,130000,1,23127,78,0,1,611,5749,611
NI,N09000001,-,N20000217,Glengormley_Urban_A3,0.67,0.33,4,23318,1,2,0.05,1,170000,1,20708,84,0,2,876,8244,876
NI,N09000001,-,N20000218,Glengormley_Urban_B3,0.46,0.54,4,23318,1,2,0.05,1,130000,3,24300,81,0,1,864,8130,864
NI,N09000001,-,N20000219,Glengormley_Urban_C3,0.65,0.35,3,23318,1,2,0.02,1,170000,1,22018,101,0,2,847,7974,847
NI,N09000001,-,N20000220,Glengormley_Urban_B4,0.48,0.52,5,23318,1,2,0.02,1,130000,1,24727,79,0,1,728,6854,728
NI,N09000001,-,N20000221,Glengormley_Urban_D1,0.65,0.35,5,23318,1,1,0.04,1,170000,3,24472,81,0,1,791,7445,791
NI,N09000001,-,N20000222,Glengormley_Urban_E1,0.68,0.32,4,23318,1,1,0.05,1,170000,3,20930,81,0,1,741,6980,741
NI,N09000001,-,N20000223,Glengormley_Urban_D2,0.73,0.27,5,23318,1,1,0.06,1,127500,3,25110,81,0,1,704,6631,704
NI,N09000001,-,N20000224,Glengormley_Urban_B5,0.55,0.45,5,23318,1,2,0.02,1,127500,1,25076,81,0,1,676,6365,676
NI,N09000001,-,N20000225,Glengormley_Urban_E2,0.67,0.33,4,23318,1,3,0.10,1,170000,1,24000,80,0,1,574,5404,574
NI,N09000001,-,N20000226,Glengormley_Urban_D3,0.72,0.28,5,23318,1,1,0.04,1,130000,3,24271,81,0,1,827,7783,827
NI,N09000001,-,N20000227,Glengormley_Urban_C4,0.62,0.38,4,23318,1,2,0.04,1,170000,3,25578,98,0,2,825,7764,825
NI,N09000001,-,N20000228,Glengormley_Urban_E3,0.71,0.29,4,23318,1,3,0.06,1,170000,3,21485,80,0,1,612,5761,612
NI,N09000001,-,N20000229,Glengormley_Urban_E4,0.84,0.16,4,23318,1,3,0.09,1,170000,1,21725,79,0,1,614,5780,614
NI,N09000001,-,N20000230,Glengormley_Urban_D4,0.81,0.19,5,23318,1,1,0.06,1,127500,3,22594,79,0,1,676,6360,676
NI,N09000001,-,N20000231,Glengormley_Urban_F1,0.56,0.44,5,23318,1,1,0.05,1,127500,3,24596,86,0,1,665,6264,665
NI,N09000001,-,N20000232,Glengormley_Urban_G1,0.69,0.31,4,23318,1,1,0.03,1,170000,1,23763,89,0,2,716,6738,716
NI,N09000009,-,N20000233,Glengormley_Urban_F2,0.63,0.37,3,21924,1,1,0.03,1,144975,1,22460,81,0,1,686,6455,686
NI,N09000001,-,N20000234,Glengormley_Urban_G2,0.72,0.28,4,23318,1,1,0.04,1,170000,3,25725,98,0,1,744,7005,744
NI,N09000001,-,N20000235,Glengormley_Urban_G3,0.64,0.36,3,23318,1,1,0.05,1,112000,1,25344,88,0,1,780,7341,780
NI,N09000001,-,N20000236,Glengormley_Urban_H1,0.56,0.44,3,23318,1,6,0.05,1,112000,1,21669,77,0,1,642,6048,642
NI,N09000001,-,N20000237,Glengormley_Urban_H2,0.63,0.38,3,23318,1,6,0.05,1,112000,1,22002,79,0,1,723,6809,723
NI,N09000001,-,N20000238,Glengormley_Urban_F3,0.72,0.28,5,23318,1,1,0.04,1,114950,1,25542,86,0,1,744,7002,744
NI,N09000001,-,N20000239,Glengormley_Urban_G4,0.61,0.39,3,23318,1,1,0.03,1,170000,3,27048,92,0,2,877,8259,877
NI,N09000009,-,N20000240,Glengormley_Urban_F4,0.66,0.34,4,21924,1,1,0.02,1,144975,1,23720,80,0,1,784,7382,784
NI,N09000001,-,N20000241,Glengormley_Urban_G5,0.59,0.41,4,23318,1,1,0.04,1,120000,1,21458,77,0,1,756,7118,756
NI,N09000001,-,N20000242,Glengormley_Urban_H3,0.81,0.19,4,23318,1,1,0.05,1,112000,1,20916,75,0,1,818,7702,818
NI,N09000009,-,N20000243,Glengormley_Urban_J1,0.76,0.24,4,21924,1,1,0.05,1,144975,1,24253,79,0,1,733,6902,733
NI,N09000001,-,N20000244,Glengormley_Urban_J2,0.72,0.28,4,23318,1,1,0.04,1,114950,1,23575,82,0,1,609,5730,609
NI,N09000001,-,N20000245,Glengormley_Urban_J3,0.71,0.29,5,23318,1,1,0.05,1,147975,1,23360,80,0,1,648,6102,648
NI,N09000001,-,N20000246,Glengormley_Urban_K1,0.83,0.17,4,23318,1,1,0.03,1,147975,1,22360,80,0,1,597,5619,597
NI,N09000001,-,N20000247,Glengormley_Urban_K2,0.80,0.20,4,23318,1,1,0.06,1,147975,1,23213,84,0,1,649,6106,649
NI,N09000001,-,N20000248,Glengormley_Urban_L1,0.56,0.44,4,23318,1,1,0.02,1,147975,3,23631,84,0,1,746,7026,746
NI,N09000001,-,N20000249,Glengormley_Urban_J4,0.79,0.21,3,23318,1,1,0.05,1,147975,3,22569,79,0,1,537,5058,537
NI,N09000001,-,N20000250,Glengormley_Urban_J5,0.84,0.16,3,23318,1,1,0.03,1,147975,1,20955,83,0,1,639,6012,639
NI,N09000001,-,N20000251,Glengormley_Urban_L2,0.91,0.09,2,23318,1,1,0.05,1,147975,1,20370,97,0,2,784,7380,784
NI,N09000001,-,N20000252,Glengormley_Urban_L3,0.73,0.27,3,23318,1,1,0.06,1,147975,1,25104,95,0,2,832,7837,832
NI,N09000001,-,N20000253,Glengormley_Urban_K3,0.61,0.39,4,23318,1,2,0.03,1,147975,1,27257,97,0,2,806,7587,806
NI,N09000001,-,N20000254,Glengormley_Urban_K4,0.55,0.45,4,23318,1,2,0.02,1,147975,1,28906,97,0,2,747,7034,747
NI,N09000001,-,N20000255,Glengormley_Urban_L4,0.84,0.16,3,23318,1,2,0.03,1,147975,1,19296,101,0,2,790,7435,790
NI,N09000001,-,N20000256,Glengormley_Urban_L5,0.94,0.06,3,23318,1,1,0.03,1,147975,1,23377,97,0,2,831,7820,831
NI,N09000001,-,N20000257,Airport_A1,0.53,0.47,2,23318,1,2,0.06,2,184775,3,19190,101,0,1,319,9966,1993
NI,N09000001,-,N20000258,Airport_B1,0.56,0.44,4,23318,1,2,0.03,2,216500,3,24240,101,0,2,292,9100,1820
NI,N09000001,-,N20000259,Airport_A2,0.46,0.54,2,23318,1,2,0.00,2,184775,3,18231,101,0,1,280,8738,1747
NI,N09000001,-,N20000260,Airport_A3,0.68,0.32,2,23318,1,2,0.01,2,184775,3,22034,120,0,2,282,8786,1757
NI,N09000001,-,N20000261,Airport_C1,0.67,0.33,4,23318,1,2,0.01,2,216500,3,27038,131,0,2,310,9669,1934
NI,N09000001,-,N20000262,Airport_C2,0.63,0.37,2,23318,1,2,0.07,1,170000,3,22685,102,0,2,973,9160,973
NI,N09000001,-,N20000263,Airport_B2,0.69,0.31,4,23318,1,2,0.03,2,216500,3,21948,118,0,2,330,10292,2058
NI,N09000001,-,N20000264,Airport_B3,0.87,0.13,4,23318,1,3,0.03,1,216500,3,19445,87,0,1,1211,11398,1211
NI,N09000001,-,N20000265,Airport_D1,0.86,0.14,3,23318,1,2,0.02,2,153725,1,23976,108,0,2,303,9469,1894
NI,N09000001,-,N20000266,Airport_C3,0.77,0.23,4,23318,1,2,0.03,2,153725,3,26418,119,0,2,280,8745,1749
NI,N09000001,-,N20000267,Airport_D2,0.95,0.05,3,23318,1,1,0.03,1,170000,1,21000,100,0,2,895,8427,895
NI,N09000001,-,N20000268,Airport_F1,0.75,0.25,3,23318,1,2,0.03,1,216500,3,24908,123,0,2,1372,12921,1372
NI,N09000001,-,N20000269,Airport_D3,0.68,0.32,3,23318,1,2,0.05,1,153725,1,20790,109,0,2,959,9028,959
NI,N09000001,-,N20000270,Airport_E1,0.94,0.06,3,23318,1,1,0.01,1,170000,1,22557,103,0,1,790,7439,790
NI,N09000001,-,N20000271,Airport_D4,0.93,0.07,3,23318,1,2,0.03,1,153725,1,17412,108,0,2,858,8080,858
NI,N09000001,-,N20000272,Airport_E2,0.99,0.01,3,23318,1,1,0.02,1,153725,1,15444,108,0,2,922,8684,922
NI,N09000001,-,N20000273,Airport_E3,0.94,0.06,3,23318,1,1,0.05,1,153725,1,19320,92,0,1,811,7639,811
NI,N09000001,-,N20000274,Airport_G1,0.68,0.32,4,23318,1,2,0.02,2,216500,3,29747,151,0,2,337,10526,2105
NI,N09000001,-,N20000275,Airport_E4,0.99,0.01,3,23318,1,1,0.01,1,153725,1,15444,108,0,2,892,8400,892
NI,N09000001,-,N20000276,Airport_E5,0.98,0.02,3,23318,1,1,0.02,1,153725,1,17650,100,0,2,851,8010,851
NI,N09000001,-,N20000277,Airport_E6,0.94,0.06,3,23318,1,1,0.04,1,153725,1,20370,97,0,2,862,8120,862
NI,N09000001,-,N20000278,Airport_C4,0.67,0.33,3,23318,1,2,0.02,1,147975,3,22189,114,0,2,1043,9815,1043
NI,N09000001,-,N20000279,Airport_F2,0.93,0.07,3,23318,3,2,0.02,2,216500,3,34115,175,0,2,125,3892,778
NI,N09000001,-,N20000280,Airport_G2,0.72,0.28,4,23318,1,2,0.03,2,185821,3,42612,212,0,2,338,10532,2106
NI,N09000001,-,N20000281,Airport_G3,0.74,0.26,4,23318,1,2,0.03,2,216500,3,32319,171,0,2,339,10590,2118
NI,N09000001,-,N20000282,Airport_F3,0.72,0.28,5,23318,1,2,0.03,2,216500,3,38454,174,0,2,398,12433,2486
NI,N09000001,-,N20000283,Airport_H1,0.85,0.15,2,23318,1,3,0.04,2,216500,3,18617,99,0,2,284,8856,1771
NI,N09000001,-,N20000284,Airport_H2,0.86,0.14,4,23318,1,2,0.06,1,114000,3,20232,86,0,2,894,8419,894
NI,N09000001,-,N20000285,Airport_G4,0.71,0.29,4,23318,1,2,0.02,2,114000,3,21709,105,0,2,333,10398,2079
NI,N09000001,-,N20000286,Airport_J1,0.85,0.15,2,23318,1,2,0.04,1,114000,3,23216,101,0,2,1040,9790,1040
NI,N09000001,-,N20000287,Airport_H3,0.87,0.13,4,23318,1,2,0.04,1,114000,3,20490,86,0,2,987,9294,987
NI,N09000001,-,N20000288,Airport_H4,0.73,0.27,4,23318,1,3,0.04,1,114000,3,22102,86,0,1,827,7786,827
NI,N09000001,-,N20000289,Airport_J2,0.79,0.21,4,23318,1,3,0.07,1,114000,3,21252,85,0,1,653,6151,653
NI,N09000001,-,N20000290,Airport_H5,0.71,0.29,4,23318,2,6,0.11,2,114000,3,23541,93,0,1,216,6753,1350
NI,N09000001,-,N20000291,Airport_J3,0.67,0.33,5,23318,1,1,0.05,1,114000,3,23671,99,0,2,955,8995,955
NI,N09000001,-,N20000292,Airport_J4,0.90,0.10,2,23318,1,2,0.04,1,114000,3,21893,105,0,2,1024,9643,1024
NI,N09000001,-,N20000293,Airport_F4,0.68,0.32,4,23318,1,2,0.03,1,216500,3,21495,97,0,2,1282,12064,1282
NI,N09000001,-,N20000294,Airport_J5,0.78,0.22,4,23318,1,1,0.05,1,114000,3,21574,83,0,2,920,8660,920
NI,N09000002,-,N20000295,Armagh_A1,0.72,0.28,4,22719,1,2,0.04,2,125402,3,23912,112,0,2,313,9755,1951
NI,N09000002,-,N20000296,Armagh_A2,0.66,0.34,5,22719,1,2,0.00,2,125402,3,29119,135,0,2,353,11011,2202
NI,N09000002,-,N20000297,Armagh_A3,0.84,0.16,4,22719,1,1,0.03,2,125402,3,24535,117,0,2,288,8977,1795
NI,N09000002,-,N20000298,Armagh_A4,0.78,0.22,4,22719,1,2,0.02,2,125402,3,29631,138,0,2,331,10325,2065
NI,N09000002,-,N20000299,Armagh_E1,0.69,0.31,5,22719,1,2,0.03,2,125402,3,27959,146,0,2,304,9483,1897
NI,N09000002,-,N20000300,Armagh_A5,0.72,0.28,5,22719,1,2,0.05,2,125402,3,30094,139,0,2,262,8191,1638
NI,N09000002,-,N20000301,Armagh_E2,0.82,0.18,5,22719,1,2,0.02,2,125402,3,30024,139,0,2,308,9601,1920
NI,N09000002,-,N20000302,Armagh_A6,0.56,0.44,4,22719,1,2,0.03,1,125402,3,29402,125,0,2,891,8388,891
NI,N09000002,-,N20000303,Armagh_C1,0.79,0.21,4,22719,1,3,0.04,1,125402,3,20412,81,0,1,577,5428,577
NI,N09000010,-,N20000304,Armagh_C2,0.80,0.20,4,21161,1,1,0.05,1,115750,3,22621,81,0,1,844,7942,844
NI,N09000002,-,N20000305,Armagh_E3,0.81,0.19,2,22719,1,2,0.04,2,125402,3,24479,135,0,2,399,12452,2490
NI,N09000002,-,N20000306,Armagh_B1,0.66,0.34,2,22719,1,2,0.04,2,147500,3,21518,114,0,2,289,9011,1802
NI,N09000002,-,N20000307,Armagh_B2,0.70,0.30,4,22719,1,2,0.01,2,128500,3,30149,152,0,2,319,9949,1990
NI,N09000010,-,N20000308,Armagh_C3,0.81,0.19,4,21161,1,1,0.11,1,115750,3,17161,66,0,1,677,6373,677
NI,N09000010,-,N20000309,Armagh_D1,0.83,0.17,4,21161,1,1,0.05,1,115750,3,21484,82,0,2,684,6440,684
NI,N09000002,-,N20000310,Armagh_J1,0.70,0.30,5,22719,1,2,0.03,2,125402,3,28240,116,0,2,289,9005,1801
NI,N09000002,-,N20000311,Armagh_B3,0.83,0.17,2,22719,1,2,0.02,2,128500,1,19624,100,0,2,310,9674,1935
NI,N09000010,-,N20000312,Armagh_D2,0.57,0.43,4,21161,1,2,0.04,1,115750,3,22008,84,0,1,693,6529,693
NI,N09000010,-,N20000313,Armagh_F1,0.69,0.31,4,21161,2,3,0.07,1,115750,3,17632,64,0,0,700,6586,700
NI,N09000002,-,N20000314,Armagh_B4,0.58,0.42,4,22719,1,2,0.05,2,128500,3,26334,99,0,1,197,6153,1230
NI,N09000002,-,N20000315,Armagh_C4,0.63,0.37,4,22719,1,1,0.09,1,147500,3,21216,76,0,1,390,3671,390
NI,N09000010,-,N20000316,Armagh_D3,0.83,0.17,4,21161,2,3,0.10,1,115750,3,21672,84,0,1,741,6972,741
NI,N09000002,-,N20000317,Armagh_D4,0.90,0.10,4,22719,1,1,0.05,1,125402,3,21252,84,0,2,775,7297,775
NI,N09000010,-,N20000318,Armagh_D5,0.78,0.22,4,21161,1,1,0.04,1,115750,3,21251,79,0,1,618,5813,618
NI,N09000010,-,N20000319,Armagh_F2,0.63,0.37,4,21161,2,6,0.11,1,115750,3,21140,76,0,0,707,6654,707
NI,N09000002,-,N20000320,Armagh_F3,0.77,0.23,4,22719,2,6,0.11,1,137000,3,21442,76,0,0,585,5505,585
NI,N09000010,-,N20000321,Armagh_F4,0.81,0.19,4,21161,1,3,0.05,1,115750,3,19064,76,0,1,522,4919,522
NI,N09000010,-,N20000322,Armagh_D6,0.82,0.18,4,21161,2,3,0.10,1,115750,3,19662,82,0,1,605,5694,605
NI,N09000010,-,N20000323,Armagh_F5,0.72,0.28,4,21161,1,3,0.10,1,115750,3,20838,76,0,0,717,6751,717
NI,N09000002,-,N20000324,Armagh_C5,0.72,0.28,4,22719,1,6,0.07,1,137000,3,20850,75,0,1,671,6317,671
NI,N09000002,-,N20000325,Armagh_G1,0.75,0.25,3,22719,1,1,0.05,1,137000,3,21375,75,0,1,892,8396,892
NI,N09000002,-,N20000326,Armagh_C6,0.69,0.31,4,22719,1,1,0.04,1,137000,3,19913,75,0,1,734,6907,734
NI,N09000010,-,N20000327,Armagh_F6,0.84,0.16,4,21161,2,3,0.09,1,115750,3,20372,81,0,0,538,5063,538
NI,N09000002,-,N20000328,Armagh_G2,0.64,0.36,5,22719,1,2,0.08,1,137000,3,25456,86,0,1,954,8979,954
NI,N09000010,-,N20000329,Armagh_G3,0.81,0.19,4,21161,1,1,0.05,1,115750,3,19635,83,0,1,739,6953,739
NI,N09000002,-,N20000330,Armagh_G4,0.60,0.40,4,22719,1,1,0.02,1,137000,3,20372,81,0,1,631,5942,631
NI,N09000002,-,N20000331,Armagh_G5,0.91,0.09,4,22719,1,2,0.04,1,137000,3,21294,85,0,2,1012,9523,1012
NI,N09000002,-,N20000332,Armagh_H1,0.74,0.26,4,22719,1,2,0.00,1,137000,3,22219,97,0,2,941,8860,941
NI,N09000002,-,N20000333,Armagh_H2,0.80,0.20,4,22719,1,1,0.05,1,137000,3,22261,101,0,1,817,7687,817
NI,N09000002,-,N20000334,Armagh_H3,0.69,0.31,4,22719,1,2,0.03,1,137000,3,22372,101,0,2,922,8675,922
NI,N09000002,-,N20000335,Armagh_G6,0.98,0.02,2,22719,1,1,0.03,2,137000,1,17309,114,0,2,319,9943,1988
NI,N09000002,-,N20000336,Armagh_H4,0.81,0.19,3,22719,1,1,0.02,1,137000,3,20941,109,0,2,1125,10589,1125
NI,N09000002,-,N20000337,Armagh_H5,0.87,0.13,3,22719,1,1,0.04,1,137000,3,20941,109,0,2,1033,9723,1033
NI,N09000002,-,N20000338,Armagh_J2,0.76,0.24,4,22719,1,2,0.02,2,125402,3,36090,180,0,2,404,12597,2519
NI,N09000002,-,N20000339,Armagh_J3,0.79,0.22,4,22719,1,3,0.04,2,137000,3,24955,109,0,1,281,8765,1753
NI,N09000002,-,N20000340,Armagh_E4,0.72,0.28,4,22719,1,2,0.02,2,125402,3,22568,112,0,2,351,10963,2193
NI,N09000010,-,N20000341,Armagh_J4,0.81,0.19,4,21161,1,2,0.03,2,115750,3,23166,108,0,2,333,10375,2075
NI,N09000002,-,N20000342,Armagh_E5,0.77,0.23,4,22719,1,1,0.04,2,126580,3,27157,144,0,2,294,9185,1837
NI,N09000002,-,N20000343,Armagh_J5,0.74,0.26,2,22719,1,2,0.02,2,125402,3,28877,162,0,2,326,10163,2032
NI,N09000002,-,N20000344,Armagh_K1,0.73,0.27,4,22719,1,2,0.02,2,125402,3,37810,190,0,2,311,9696,1939
NI,N09000002,-,N20000345,Armagh_J6,0.78,0.22,3,22719,1,2,0.03,2,125402,3,34536,194,0,2,290,9061,1812
NI,N09000002,-,N20000346,Armagh_K2,0.74,0.26,4,22719,1,2,0.03,2,125402,3,32643,162,0,2,319,9941,1988
NI,N09000002,-,N20000347,Armagh_K3,0.77,0.23,4,22719,1,2,0.03,2,125402,3,32560,148,0,2,283,8815,1763
NI,N09000002,-,N20000348,Armagh_L1,0.80,0.20,4,22719,1,1,0.03,2,125402,3,20471,80,0,2,249,7759,1552
NI,N09000002,-,N20000349,Armagh_L2,0.64,0.36,4,22719,1,3,0.08,2,125402,3,19988,81,0,1,298,9287,1857
NI,N09000002,-,N20000350,Armagh_L3,0.95,0.05,4,22719,1,1,0.06,2,125402,3,19195,81,0,1,314,9789,1958
NI,N09000002,-,N20000351,Armagh_L4,0.76,0.24,4,22719,1,3,0.07,2,125402,3,23625,105,0,1,252,7875,1575
NI,N09000002,-,N20000352,Armagh_L5,0.72,0.28,4,22719,1,3,0.05,2,125402,3,20907,91,0,1,340,10594,2119
NI,N09000002,-,N20000353,Armagh_K4,0.77,0.23,4,22719,1,2,0.00,2,125402,3,29868,130,0,2,338,10535,2107
NI,N09000002,-,N20000354,Armagh_K5,0.80,0.20,4,22719,1,2,0.03,2,125402,3,38704,164,0,2,318,9909,1982
NI,N09000002,-,N20000355,Armagh_K6,0.79,0.21,5,22719,1,2,0.03,2,125402,3,37325,157,0,2,314,9798,1959
NI,N09000002,-,N20000356,Portadown_A1,0.71,0.29,4,22719,1,2,0.03,2,124500,3,25259,134,0,2,305,9529,1906
NI,N09000002,-,N20000357,Portadown_A2,0.70,0.30,4,22719,1,2,0.02,2,124500,3,18483,101,0,2,279,8717,1743
NI,N09000002,-,N20000358,Portadown_B1,0.63,0.37,4,22719,1,2,0.03,2,142000,3,23293,121,0,2,385,12018,2403
NI,N09000002,-,N20000359,Portadown_A3,0.90,0.10,4,22719,1,1,0.02,2,124500,3,20776,112,0,2,392,12223,2444
NI,N09000002,-,N20000360,Portadown_B2,0.77,0.23,2,22719,1,2,0.03,2,142000,3,31556,169,0,2,359,11197,2239
NI,N09000002,-,N20000361,Portadown_A4,0.86,0.14,2,22719,1,2,0.02,2,125402,3,20241,117,0,2,362,11306,2261
NI,N09000002,-,N20000362,Portadown_A5,0.75,0.25,4,22719,1,2,0.03,2,142500,3,25830,123,0,2,292,9120,1824
NI,N09000002,-,N20000363,Portadown_B3,0.79,0.21,4,22719,1,2,0.03,2,142500,3,28583,142,0,2,345,10759,2152
NI,N09000002,-,N20000364,Portadown_B4,0.73,0.27,4,22719,1,2,0.01,2,73950,3,22042,107,0,2,313,9762,1952
NI,N09000002,-,N20000365,Portadown_B5,0.75,0.25,3,22719,1,2,0.02,2,80000,3,20660,110,0,2,263,8197,1639
NI,N09000002,-,N20000366,Portadown_B6,0.67,0.33,4,22719,1,2,0.02,2,142500,3,31415,153,0,2,368,11481,2296
NI,N09000002,-,N20000367,Portadown_J1,0.76,0.24,4,22719,1,2,0.02,2,142500,3,33069,151,0,2,349,10893,2178
NI,N09000002,-,N20000368,Portadown_R1,0.91,0.09,4,22719,1,1,0.02,2,124500,3,27285,139,0,2,289,9014,1803
NI,N09000002,-,N20000369,Portadown_J2,0.82,0.18,4,22719,1,2,0.01,2,125402,3,29456,135,0,2,315,9826,1965
NI,N09000002,-,N20000370,Portadown_C1,0.93,0.07,4,22719,1,1,0.04,2,80000,3,21203,91,0,2,261,8135,1627
NI,N09000002,-,N20000371,Portadown_D1,0.77,0.23,4,22719,1,3,0.10,2,80000,3,21472,88,0,1,173,5392,1078
NI,N09000002,-,N20000372,Portadown_C2,0.85,0.15,4,22719,1,2,0.03,2,73950,3,19670,94,0,2,230,7165,1433
NI,N09000002,-,N20000373,Portadown_D2,0.78,0.22,4,22719,1,3,0.07,1,80000,3,20212,82,0,1,544,5117,544
NI,N09000002,-,N20000374,Portadown_C3,0.59,0.41,4,22719,1,1,0.07,1,80000,3,20096,86,0,1,642,6047,642
NI,N09000002,-,N20000375,Portadown_D3,0.89,0.11,4,22719,2,3,0.16,1,80000,1,20192,85,0,0,408,3842,408
NI,N09000002,-,N20000376,Portadown_D4,0.87,0.13,4,22719,2,3,0.08,1,80000,1,19194,88,0,0,537,5053,537
NI,N09000002,-,N20000377,Portadown_F1,0.77,0.23,3,22719,3,3,0.05,1,80000,3,22080,86,0,1,665,6259,665
NI,N09000002,-,N20000378,Portadown_E1,0.78,0.22,4,22719,1,1,0.04,1,80000,3,20152,82,0,2,875,8240,875
NI,N09000002,-,N20000379,Portadown_D5,0.82,0.18,4,22719,2,3,0.08,1,80000,3,19802,74,0,0,589,5546,589
NI,N09000002,-,N20000380,Portadown_C4,0.74,0.26,4,22719,1,2,0.04,2,73950,3,19992,84,0,1,208,6477,1295
NI,N09000002,-,N20000381,Portadown_E2,0.92,0.08,4,22719,1,1,0.05,1,80000,3,21728,80,0,2,596,5609,596
NI,N09000002,-,N20000382,Portadown_E3,0.83,0.17,4,22719,3,3,0.06,1,73950,3,19223,83,0,0,501,4715,501
NI,N09000002,-,N20000383,Portadown_R2,0.67,0.33,4,22719,1,2,0.01,2,73950,3,22845,107,0,2,324,10101,2020
NI,N09000002,-,N20000384,Portadown_H1,0.67,0.33,4,22719,1,2,0.03,1,126200,3,19635,77,0,2,748,7041,748
NI,N09000002,-,N20000385,Portadown_G1,0.71,0.29,4,22719,2,3,0.11,1,73950,1,21607,79,0,0,547,5151,547
NI,N09000002,-,N20000386,Portadown_E4,0.77,0.23,4,22719,3,3,0.10,1,73950,3,19617,70,0,0,582,5479,582
NI,N09000002,-,N20000387,Portadown_G2,0.64,0.36,4,22719,1,1,0.09,1,73950,3,19987,71,0,1,632,5951,632
NI,N09000002,-,N20000388,Portadown_G3,0.77,0.23,4,22719,2,3,0.12,1,73950,3,21520,80,0,1,465,4377,465
NI,N09000002,-,N20000389,Portadown_K1,0.88,0.12,4,22719,1,1,0.04,1,73950,3,20460,83,0,1,717,6748,717
NI,N09000002,-,N20000390,Portadown_G4,0.84,0.16,4,22719,2,3,0.13,1,73950,1,21520,80,0,1,557,5239,557
NI,N09000002,-,N20000391,Portadown_G5,0.73,0.27,4,22719,2,3,0.09,1,73950,1,21676,77,0,0,440,4138,440
NI,N09000002,-,N20000392,Portadown_H2,0.60,0.40,4,22719,1,3,0.05,1,120100,3,19327,77,0,1,594,5592,594
NI,N09000002,-,N20000393,Portadown_F2,0.63,0.37,5,22719,3,6,0.09,1,80000,3,22657,70,0,0,473,4450,473
NI,N09000002,-,N20000394,Portadown_G6,0.69,0.31,4,22719,1,1,0.07,1,73950,3,21755,82,0,0,629,5919,629
NI,N09000002,-,N20000395,Portadown_F3,0.87,0.13,5,22719,3,3,0.06,1,80000,3,24002,71,0,0,559,5261,559
NI,N09000002,-,N20000396,Portadown_K2,0.80,0.20,4,22719,1,3,0.08,1,73950,3,21460,74,0,0,368,3467,368
NI,N09000002,-,N20000397,Portadown_H3,0.51,0.49,5,22719,1,2,0.03,1,120100,3,20690,74,0,2,840,7907,840
NI,N09000002,-,N20000398,Portadown_L1,0.80,0.20,4,22719,3,3,0.07,1,73950,3,19934,69,0,0,622,5851,622
NI,N09000002,-,N20000399,Portadown_K3,0.78,0.22,4,22719,2,3,0.07,1,73950,3,21253,76,0,1,473,4456,473
NI,N09000002,-,N20000400,Portadown_L2,0.85,0.15,5,22719,3,3,0.06,1,80000,3,25428,78,0,0,545,5129,545
NI,N09000002,-,N20000401,Portadown_J3,0.79,0.21,4,22719,1,2,0.03,2,142500,3,33371,151,0,2,333,10393,2078
NI,N09000002,-,N20000402,Portadown_K4,0.90,0.10,4,22719,1,1,0.05,1,73950,3,21468,78,0,2,691,6507,691
